response,query,id
panic disorder,"depression ,shortness of breath ,dizziness ,insomnia ",484
panic disorder,"anxiety and nervousness ,shortness of breath ,depressive or psychotic symptoms ,dizziness ,chest tightness ,palpitations ",485
panic disorder,"depression ,dizziness ,chest tightness ",486
panic disorder,"anxiety and nervousness ,shortness of breath ,depressive or psychotic symptoms ,dizziness ,chest tightness ,irregular heartbeat ,breathing fast ",487
panic disorder,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,chest tightness ,palpitations ,irregular heartbeat ,breathing fast ",488
panic disorder,"depression ,shortness of breath ,depressive or psychotic symptoms ,insomnia ,abnormal involuntary movements ,chest tightness ,irregular heartbeat ,breathing fast ",489
panic disorder,"anxiety and nervousness ,depressive or psychotic symptoms ,dizziness ,insomnia ,irregular heartbeat ,breathing fast ",490
panic disorder,"anxiety and nervousness ,depression ,shortness of breath ,insomnia ,abnormal involuntary movements ,palpitations ,irregular heartbeat ",491
panic disorder,"chest tightness ,palpitations ,irregular heartbeat ,breathing fast ",492
panic disorder,"depression ,shortness of breath ,depressive or psychotic symptoms ,dizziness ,insomnia ,chest tightness ,irregular heartbeat ,breathing fast ",493
panic disorder,"anxiety and nervousness ,insomnia ,abnormal involuntary movements ,palpitations ,irregular heartbeat ,breathing fast ",494
panic disorder,"depressive or psychotic symptoms ,abnormal involuntary movements ",495
panic disorder,"depression ,depressive or psychotic symptoms ,dizziness ,insomnia ,abnormal involuntary movements ,chest tightness ,palpitations ,irregular heartbeat ",496
panic disorder,"depressive or psychotic symptoms ,abnormal involuntary movements ,irregular heartbeat ",497
panic disorder,"shortness of breath ,depressive or psychotic symptoms ,abnormal involuntary movements ,breathing fast ",498
panic disorder,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,dizziness ,abnormal involuntary movements ,palpitations ,breathing fast ",499
